Algorithm;ScenarioName;RunIndex;MapWidth;MapHeight;ObstacleDensity;MapType;AllowDiagonal;Start;Goal;LinearDistance;WeightW;TimeLimitMs;MaxExpansions;TieBreakLowG;Found;PathCost;PathLength;Expansions;ElapsedMs;AllocBytes
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;19;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;202.0;203;463;0;262328
Dijkstra;2_100x100_dens0,30_corner_NoDiag;22;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;204.0;205;6889;3;2944712
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;22;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;204.0;205;476;0;265552
Dijkstra;2_100x100_dens0,30_corner_NoDiag;25;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;206.0;207;6824;4;2928592
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;25;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;206.0;207;489;0;268776
Dijkstra;2_100x100_dens0,30_corner_NoDiag;27;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;202.0;203;6800;3;2922640
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;27;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;212.0;213;463;0;262328
Dijkstra;2_100x100_dens0,30_corner_NoDiag;30;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;198.0;199;6792;3;2920656
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;30;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;202.0;203;519;0;276216
Dijkstra;2_100x100_dens0,30_corner_NoDiag;34;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;200.0;201;6805;3;2923880
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;34;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;204.0;205;693;0;319368
Dijkstra;2_100x100_dens0,30_corner_NoDiag;35;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;206.0;207;6776;3;2916688
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;35;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;210.0;211;619;0;301016
Dijkstra;2_100x100_dens0,30_corner_NoDiag;36;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;206.0;207;6724;3;2903792
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;36;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;212.0;213;741;0;331272
Dijkstra;2_100x100_dens0,30_corner_NoDiag;37;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;200.0;201;6861;3;2937768
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;37;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;206.0;207;603;0;297048
Dijkstra;2_100x100_dens0,30_corner_NoDiag;38;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;200.0;201;6879;3;2942232
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;38;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;200.0;201;414;0;231744
Dijkstra;2_100x100_dens0,30_corner_NoDiag;39;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;198.0;199;6816;3;2926608
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;39;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;202.0;203;372;0;221328
Dijkstra;2_100x100_dens0,30_corner_NoDiag;40;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;198.0;199;6778;3;2917184
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;40;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;200.0;201;514;0;274976
Dijkstra;2_100x100_dens0,30_corner_NoDiag;41;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;198.0;199;6841;3;2932808
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;41;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;208.0;209;328;0;210416
Dijkstra;2_100x100_dens0,30_corner_NoDiag;43;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;200.0;201;6850;3;2935040
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;43;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;202.0;203;277;0;197768
Dijkstra;2_100x100_dens0,30_corner_NoDiag;44;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;200.0;201;6870;5;2940000
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;44;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;206.0;207;381;0;223560
Dijkstra;2_100x100_dens0,30_corner_NoDiag;47;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;198.0;199;6883;4;2943224
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;47;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;202.0;203;360;0;218352
Dijkstra;2_100x100_dens0,30_corner_NoDiag;49;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;198.0;199;6827;4;2929336
WeightedAStar;2_100x100_dens0,30_corner_NoDiag;49;100;100;0.3;Random;0;0,0;99,99;140.0071426749364;1.2;0;0;1;1;200.0;201;420;0;233232
Dijkstra;2_100x100_dens0,30_corner_Diag;0;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.79393923933998;115;6998;6;3591664
WeightedAStar;2_100x100_dens0,30_corner_Diag;0;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;151.37972567696687;118;130;0;110440
JPS;2_100x100_dens0,30_corner_Diag;0;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;150.55129855222071;85;94;0;133432
Dijkstra;2_100x100_dens0,30_corner_Diag;1;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.20815280171306;114;6998;6;3591664
WeightedAStar;2_100x100_dens0,30_corner_Diag;1;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;157.9655121145938;125;132;0;111112
JPS;2_100x100_dens0,30_corner_Diag;1;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.20815280171306;81;95;0;134336
Dijkstra;2_100x100_dens0,30_corner_Diag;2;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.20815280171306;114;6997;6;3591328
WeightedAStar;2_100x100_dens0,30_corner_Diag;2;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;154.5512985522207;122;145;0;115480
JPS;2_100x100_dens0,30_corner_Diag;2;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.79393923933998;97;107;0;142896
Dijkstra;2_100x100_dens0,30_corner_Diag;3;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.62236636408616;113;6996;5;3590992
WeightedAStar;2_100x100_dens0,30_corner_Diag;3;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;158.3086578651014;127;213;0;210880
JPS;2_100x100_dens0,30_corner_Diag;3;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.79393923933995;96;95;0;133984
Dijkstra;2_100x100_dens0,30_corner_Diag;4;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.45079348883235;113;6997;6;3591328
WeightedAStar;2_100x100_dens0,30_corner_Diag;4;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;161.86500705120548;126;178;0;126568
JPS;2_100x100_dens0,30_corner_Diag;4;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.9655121145937;89;98;0;136520
Dijkstra;2_100x100_dens0,30_corner_Diag;5;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.62236636408616;115;6999;5;3592000
WeightedAStar;2_100x100_dens0,30_corner_Diag;5;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;156.20815280171317;122;151;0;117496
Dijkstra;2_100x100_dens0,30_corner_Diag;6;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.62236636408613;113;6996;5;3590992
WeightedAStar;2_100x100_dens0,30_corner_Diag;6;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.37972567696687;116;133;0;123760
JPS;2_100x100_dens0,30_corner_Diag;6;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.37972567696687;87;90;0;130784
Dijkstra;2_100x100_dens0,30_corner_Diag;7;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.86500705120548;112;6994;5;3590320
WeightedAStar;2_100x100_dens0,30_corner_Diag;7;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;156.69343417595172;120;140;0;113800
JPS;2_100x100_dens0,30_corner_Diag;7;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;150.20815280171306;91;111;0;145984
Dijkstra;2_100x100_dens0,30_corner_Diag;8;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.20815280171308;114;6997;4;3591328
WeightedAStar;2_100x100_dens0,30_corner_Diag;8;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;151.3797256769669;118;122;0;107752
JPS;2_100x100_dens0,30_corner_Diag;8;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.3797256769668;88;90;0;131312
Dijkstra;2_100x100_dens0,30_corner_Diag;9;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.03657992645924;114;6997;4;3591328
WeightedAStar;2_100x100_dens0,30_corner_Diag;9;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;153.1370849898476;121;133;0;111448
JPS;2_100x100_dens0,30_corner_Diag;9;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;150.55129855222066;95;107;0;142808
Dijkstra;2_100x100_dens0,30_corner_Diag;10;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.37972567696687;116;6999;4;3592000
WeightedAStar;2_100x100_dens0,30_corner_Diag;10;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.37972567696687;116;129;0;110104
JPS;2_100x100_dens0,30_corner_Diag;10;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.37972567696684;95;94;0;133696
Dijkstra;2_100x100_dens0,30_corner_Diag;11;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.03657992645924;112;6998;4;3591664
WeightedAStar;2_100x100_dens0,30_corner_Diag;11;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;150.55129855222066;118;130;0;122752
JPS;2_100x100_dens0,30_corner_Diag;11;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.37972567696687;90;92;0;131976
Dijkstra;2_100x100_dens0,30_corner_Diag;12;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.62236636408616;113;6997;4;3591328
WeightedAStar;2_100x100_dens0,30_corner_Diag;12;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;155.13708498984758;123;154;0;118504
JPS;2_100x100_dens0,30_corner_Diag;12;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.79393923933995;91;91;0;131424
Dijkstra;2_100x100_dens0,30_corner_Diag;13;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;146.45079348883232;111;6998;4;3591664
WeightedAStar;2_100x100_dens0,30_corner_Diag;13;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;153.1370849898476;121;136;0;112456
JPS;2_100x100_dens0,30_corner_Diag;13;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.37972567696684;92;99;0;137160
Dijkstra;2_100x100_dens0,30_corner_Diag;14;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.62236636408616;113;6999;4;3592000
WeightedAStar;2_100x100_dens0,30_corner_Diag;14;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;153.13708498984758;121;140;0;113800
JPS;2_100x100_dens0,30_corner_Diag;14;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.96551211459374;90;106;0;154304
Dijkstra;2_100x100_dens0,30_corner_Diag;15;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.45079348883235;113;6999;4;3592000
WeightedAStar;2_100x100_dens0,30_corner_Diag;15;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;159.7228714274745;128;158;0;132160
JPS;2_100x100_dens0,30_corner_Diag;15;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;151.13708498984758;92;103;0;139896
Dijkstra;2_100x100_dens0,30_corner_Diag;16;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.37972567696687;116;6996;5;3590992
WeightedAStar;2_100x100_dens0,30_corner_Diag;16;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;156.8944443027283;126;136;0;112456
JPS;2_100x100_dens0,30_corner_Diag;16;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;153.4802307403552;89;116;0;148832
Dijkstra;2_100x100_dens0,30_corner_Diag;17;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.03657992645924;114;6998;4;3591664
WeightedAStar;2_100x100_dens0,30_corner_Diag;17;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;162.3086578651014;131;141;0;116208
JPS;2_100x100_dens0,30_corner_Diag;17;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;150.5512985522207;90;108;0;143360
Dijkstra;2_100x100_dens0,30_corner_Diag;18;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.62236636408616;113;6999;4;3592000
WeightedAStar;2_100x100_dens0,30_corner_Diag;18;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;155.9655121145938;123;147;0;128464
JPS;2_100x100_dens0,30_corner_Diag;18;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;151.9655121145937;89;119;0;151456
Dijkstra;2_100x100_dens0,30_corner_Diag;19;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.62236636408616;113;6990;4;3588976
WeightedAStar;2_100x100_dens0,30_corner_Diag;19;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;156.5512985522207;124;134;0;111784
JPS;2_100x100_dens0,30_corner_Diag;19;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.37972567696687;93;97;0;136056
Dijkstra;2_100x100_dens0,30_corner_Diag;20;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.03657992645927;112;6992;4;3589648
WeightedAStar;2_100x100_dens0,30_corner_Diag;20;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;156.5512985522207;124;158;0;132160
JPS;2_100x100_dens0,30_corner_Diag;20;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.20815280171297;83;96;0;134712
Dijkstra;2_100x100_dens0,30_corner_Diag;21;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.62236636408616;113;6997;4;3591328
WeightedAStar;2_100x100_dens0,30_corner_Diag;21;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;156.20815280171308;120;143;0;114808
JPS;2_100x100_dens0,30_corner_Diag;21;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.96551211459382;79;94;0;133168
Dijkstra;2_100x100_dens0,30_corner_Diag;22;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.20815280171306;114;6999;4;3592000
WeightedAStar;2_100x100_dens0,30_corner_Diag;22;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;155.6223663640862;121;141;0;114136
JPS;2_100x100_dens0,30_corner_Diag;22;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;150.55129855222063;88;101;0;137472
Dijkstra;2_100x100_dens0,30_corner_Diag;23;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.03657992645924;112;6991;4;3589312
WeightedAStar;2_100x100_dens0,30_corner_Diag;23;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;159.9655121145938;127;137;0;112792
JPS;2_100x100_dens0,30_corner_Diag;23;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.62236636408616;88;93;0;133320
Dijkstra;2_100x100_dens0,30_corner_Diag;25;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.79393923934;115;6999;4;3592000
WeightedAStar;2_100x100_dens0,30_corner_Diag;25;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;160.5512985522207;128;157;0;119512
JPS;2_100x100_dens0,30_corner_Diag;25;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;151.72287142747447;88;111;0;145544
Dijkstra;2_100x100_dens0,30_corner_Diag;26;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.20815280171308;114;6997;4;3591328
WeightedAStar;2_100x100_dens0,30_corner_Diag;26;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;155.62236636408622;121;140;0;113800
JPS;2_100x100_dens0,30_corner_Diag;26;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;151.72287142747447;99;120;0;151656
Dijkstra;2_100x100_dens0,30_corner_Diag;27;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;150.55129855222071;118;6994;4;3590320
WeightedAStar;2_100x100_dens0,30_corner_Diag;27;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;163.23759005323595;134;194;0;197896
JPS;2_100x100_dens0,30_corner_Diag;27;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;153.48023074035524;90;109;0;144176
Dijkstra;2_100x100_dens0,30_corner_Diag;28;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.79393923933992;115;6998;5;3591664
WeightedAStar;2_100x100_dens0,30_corner_Diag;28;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.62236636408616;115;118;0;106408
JPS;2_100x100_dens0,30_corner_Diag;28;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.37972567696687;86;87;0;124432
Dijkstra;2_100x100_dens0,30_corner_Diag;29;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.03657992645927;114;6999;4;3592000
WeightedAStar;2_100x100_dens0,30_corner_Diag;29;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;155.37972567696693;122;136;0;124768
JPS;2_100x100_dens0,30_corner_Diag;29;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.37972567696687;95;115;0;161208
Dijkstra;2_100x100_dens0,30_corner_Diag;30;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.62236636408613;113;6996;4;3590992
WeightedAStar;2_100x100_dens0,30_corner_Diag;30;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;153.1370849898476;121;141;0;114136
JPS;2_100x100_dens0,30_corner_Diag;30;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.6223663640862;87;89;0;125976
Dijkstra;2_100x100_dens0,30_corner_Diag;31;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.62236636408613;113;6996;5;3590992
WeightedAStar;2_100x100_dens0,30_corner_Diag;31;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;158.30865786510142;127;160;0;132832
JPS;2_100x100_dens0,30_corner_Diag;31;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.79393923933995;91;98;0;135992
Dijkstra;2_100x100_dens0,30_corner_Diag;32;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.03657992645924;114;6998;4;3591664
WeightedAStar;2_100x100_dens0,30_corner_Diag;32;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;156.89444430272832;126;146;0;115816
JPS;2_100x100_dens0,30_corner_Diag;32;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;155.48023074035518;102;141;0;179080
Dijkstra;2_100x100_dens0,30_corner_Diag;33;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.62236636408616;113;6999;4;3592000
WeightedAStar;2_100x100_dens0,30_corner_Diag;33;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;152.79393923933995;119;133;0;111448
JPS;2_100x100_dens0,30_corner_Diag;33;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;151.13708498984755;86;92;0;131448
Dijkstra;2_100x100_dens0,30_corner_Diag;34;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.62236636408613;113;6996;4;3590992
WeightedAStar;2_100x100_dens0,30_corner_Diag;34;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;154.5512985522207;122;136;0;112456
JPS;2_100x100_dens0,30_corner_Diag;34;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;152.8944443027283;96;137;0;176168
Dijkstra;2_100x100_dens0,30_corner_Diag;35;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.37972567696684;116;6999;4;3592000
WeightedAStar;2_100x100_dens0,30_corner_Diag;35;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;159.3797256769669;124;166;0;134848
JPS;2_100x100_dens0,30_corner_Diag;35;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;151.3797256769668;87;152;0;187528
Dijkstra;2_100x100_dens0,30_corner_Diag;36;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.3797256769669;116;6999;4;3592000
WeightedAStar;2_100x100_dens0,30_corner_Diag;36;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;158.40916292848976;130;145;0;117552
JPS;2_100x100_dens0,30_corner_Diag;36;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;150.55129855222063;90;90;0;130784
Dijkstra;2_100x100_dens0,30_corner_Diag;37;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.79393923933998;115;6995;4;3590656
WeightedAStar;2_100x100_dens0,30_corner_Diag;37;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;151.13708498984764;119;130;0;110440
JPS;2_100x100_dens0,30_corner_Diag;37;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;152.8944443027283;97;112;0;146448
Dijkstra;2_100x100_dens0,30_corner_Diag;38;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.79393923933998;115;6997;4;3591328
WeightedAStar;2_100x100_dens0,30_corner_Diag;38;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;149.96551211459382;117;129;0;110104
JPS;2_100x100_dens0,30_corner_Diag;38;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;151.96551211459376;93;101;0;138088
Dijkstra;2_100x100_dens0,30_corner_Diag;39;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.20815280171308;114;6998;4;3591664
WeightedAStar;2_100x100_dens0,30_corner_Diag;39;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;155.13708498984758;123;136;0;124768
JPS;2_100x100_dens0,30_corner_Diag;39;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.79393923933995;93;94;0;134048
Dijkstra;2_100x100_dens0,30_corner_Diag;40;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;145.86500705120545;110;6997;4;3591328
WeightedAStar;2_100x100_dens0,30_corner_Diag;40;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.79393923933998;115;124;0;108424
JPS;2_100x100_dens0,30_corner_Diag;40;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;145.86500705120537;94;96;0;134888
Dijkstra;2_100x100_dens0,30_corner_Diag;41;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.20815280171306;114;6998;4;3591664
WeightedAStar;2_100x100_dens0,30_corner_Diag;41;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;158.65180361560897;129;148;0;118560
JPS;2_100x100_dens0,30_corner_Diag;41;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;152.3086578651013;95;110;0;144904
Dijkstra;2_100x100_dens0,30_corner_Diag;42;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.03657992645924;112;6998;4;3591664
WeightedAStar;2_100x100_dens0,30_corner_Diag;42;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;161.82337649086284;133;158;0;121920
JPS;2_100x100_dens0,30_corner_Diag;42;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.20815280171303;93;101;0;138704
Dijkstra;2_100x100_dens0,30_corner_Diag;43;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;147.03657992645927;112;6999;4;3592000
WeightedAStar;2_100x100_dens0,30_corner_Diag;43;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;150.5512985522207;118;132;0;111112
JPS;2_100x100_dens0,30_corner_Diag;43;100;100;0.3;Random;1;0,0;99,99;140.0071426749364;1.2;0;0;1;1;148.20815280171308;86;87;0;125136
