Algorithm;ScenarioName;RunIndex;MapWidth;MapHeight;ObstacleDensity;MapType;AllowDiagonal;Start;Goal;LinearDistance;WeightW;TimeLimitMs;MaxExpansions;TieBreakLowG;Found;PathCost;PathLength;Expansions;ElapsedMs;AllocBytes
Dijkstra;5_512x512_dens0,10_random_Diag;36;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.3259018078044;80;22533;25;12944680
WeightedAStar;5_512x512_dens0,10_random_Diag;36;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;97.39696961966992;81;80;0;89648
JPS;5_512x512_dens0,10_random_Diag;36;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780448;44;44;0;93752
Dijkstra;5_512x512_dens0,10_random_Diag;37;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780444;80;22471;23;12924848
WeightedAStar;5_512x512_dens0,10_random_Diag;37;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;95.98275605729684;80;79;0;89312
JPS;5_512x512_dens0,10_random_Diag;37;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780446;40;40;0;90752
Dijkstra;5_512x512_dens0,10_random_Diag;38;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780444;80;22467;22;12920752
WeightedAStar;5_512x512_dens0,10_random_Diag;38;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;95.98275605729684;80;79;0;89312
JPS;5_512x512_dens0,10_random_Diag;38;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780448;43;42;0;92296
Dijkstra;5_512x512_dens0,10_random_Diag;39;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780444;80;22503;23;12932896
WeightedAStar;5_512x512_dens0,10_random_Diag;39;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;95.15432893255068;80;79;0;89312
JPS;5_512x512_dens0,10_random_Diag;39;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780448;45;44;0;93752
Dijkstra;5_512x512_dens0,10_random_Diag;40;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.3259018078044;80;22601;20;12969080
WeightedAStar;5_512x512_dens0,10_random_Diag;40;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;96.81118318204304;80;85;0;91328
JPS;5_512x512_dens0,10_random_Diag;40;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780446;50;49;0;97392
Dijkstra;5_512x512_dens0,10_random_Diag;41;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780444;80;22528;21;12941272
WeightedAStar;5_512x512_dens0,10_random_Diag;41;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;95.98275605729684;80;80;0;89648
JPS;5_512x512_dens0,10_random_Diag;41;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780444;46;45;0;94480
Dijkstra;5_512x512_dens0,10_random_Diag;42;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.3259018078044;80;22542;19;12952008
WeightedAStar;5_512x512_dens0,10_random_Diag;42;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;96.81118318204304;80;85;0;91328
JPS;5_512x512_dens0,10_random_Diag;42;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780446;42;42;0;92208
Dijkstra;5_512x512_dens0,10_random_Diag;43;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.3259018078044;80;22512;19;12938432
WeightedAStar;5_512x512_dens0,10_random_Diag;43;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;95.15432893255068;80;79;0;89312
JPS;5_512x512_dens0,10_random_Diag;43;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780448;43;42;0;92296
Dijkstra;5_512x512_dens0,10_random_Diag;44;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.3259018078044;80;22567;21;12956576
WeightedAStar;5_512x512_dens0,10_random_Diag;44;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;96.56854249492378;81;85;0;91328
JPS;5_512x512_dens0,10_random_Diag;44;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780446;48;47;0;95936
Dijkstra;5_512x512_dens0,10_random_Diag;45;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780444;80;22527;19;12940960
WeightedAStar;5_512x512_dens0,10_random_Diag;45;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;96.56854249492376;81;84;0;90992
JPS;5_512x512_dens0,10_random_Diag;45;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780446;48;50;0;98120
Dijkstra;5_512x512_dens0,10_random_Diag;46;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780444;80;22551;19;12949184
WeightedAStar;5_512x512_dens0,10_random_Diag;46;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780448;80;87;0;92000
JPS;5_512x512_dens0,10_random_Diag;46;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780446;49;48;0;96664
Dijkstra;5_512x512_dens0,10_random_Diag;47;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780444;80;22506;19;12933904
WeightedAStar;5_512x512_dens0,10_random_Diag;47;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;96.56854249492376;81;84;0;90992
JPS;5_512x512_dens0,10_random_Diag;47;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780448;49;49;0;97304
Dijkstra;5_512x512_dens0,10_random_Diag;48;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.3259018078044;80;22480;20;12925144
WeightedAStar;5_512x512_dens0,10_random_Diag;48;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;97.98275605729684;82;102;0;101032
JPS;5_512x512_dens0,10_random_Diag;48;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780446;41;40;0;90840
Dijkstra;5_512x512_dens0,10_random_Diag;49;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.3259018078044;80;22569;19;12958480
WeightedAStar;5_512x512_dens0,10_random_Diag;49;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;95.15432893255068;80;85;0;91328
JPS;5_512x512_dens0,10_random_Diag;49;512;512;0.1;Random;1;379,164;458,127;87.23531395025755;1.2;0;0;1;1;94.32590180780444;48;50;0;98120
Dijkstra;6_512x512_dens0,30_corner_NoDiag;2;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1026.0;1027;180184;117;92357616
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;2;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1078.0;1079;6329;7;2926720
Dijkstra;6_512x512_dens0,30_corner_NoDiag;3;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1030.0;1031;180112;117;92330096
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;3;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1074.0;1073;3113;2;1489152
Dijkstra;6_512x512_dens0,30_corner_NoDiag;6;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1022.0;1023;179807;176;92243208
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;6;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1064.0;1065;3194;3;1980808
Dijkstra;6_512x512_dens0,30_corner_NoDiag;8;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1032.0;1033;180024;177;92310096
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;8;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1096.0;1093;3692;4;2055136
Dijkstra;6_512x512_dens0,30_corner_NoDiag;9;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1022.0;1023;180020;191;92290624
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;9;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1080.0;1077;5611;7;2748656
Dijkstra;6_512x512_dens0,30_corner_NoDiag;11;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1026.0;1027;180296;123;92374072
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;11;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1078.0;1077;3134;2;1494360
Dijkstra;6_512x512_dens0,30_corner_NoDiag;12;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1032.0;1033;180071;120;92324112
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;12;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1064.0;1061;2709;2;1388960
Dijkstra;6_512x512_dens0,30_corner_NoDiag;16;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1026.0;1027;180229;122;92357440
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;16;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1086.0;1087;6480;5;2964168
Dijkstra;6_512x512_dens0,30_corner_NoDiag;21;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1026.0;1027;180185;121;92347128
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;21;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1062.0;1063;2452;2;1325224
Dijkstra;6_512x512_dens0,30_corner_NoDiag;22;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1026.0;1027;180281;122;92374592
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;22;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1072.0;1071;3479;3;2002312
Dijkstra;6_512x512_dens0,30_corner_NoDiag;27;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1036.0;1037;180094;130;92330576
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;27;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1072.0;1071;2742;2;1397144
Dijkstra;6_512x512_dens0,30_corner_NoDiag;28;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1034.0;1035;180098;125;92327368
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;28;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1070.0;1071;5263;4;2662352
Dijkstra;6_512x512_dens0,30_corner_NoDiag;30;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1028.0;1029;180248;131;92370136
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;30;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1074.0;1073;3380;2;2026936
Dijkstra;6_512x512_dens0,30_corner_NoDiag;32;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1030.0;1031;180030;144;92309544
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;32;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1086.0;1083;3405;3;1983960
Dijkstra;6_512x512_dens0,30_corner_NoDiag;33;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1024.0;1025;180320;164;92384624
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;33;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1080.0;1081;5191;5;2644496
Dijkstra;6_512x512_dens0,30_corner_NoDiag;34;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1024.0;1025;180287;169;92377152
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;34;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1086.0;1087;3545;3;2067856
Dijkstra;6_512x512_dens0,30_corner_NoDiag;35;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1026.0;1027;180083;138;92325088
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;35;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1074.0;1075;5059;4;2611760
Dijkstra;6_512x512_dens0,30_corner_NoDiag;39;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1024.0;1025;180246;149;92366320
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;39;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1054.0;1051;4054;3;2362520
Dijkstra;6_512x512_dens0,30_corner_NoDiag;42;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1030.0;1031;180140;119;92337288
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;42;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1070.0;1071;5745;4;2781888
Dijkstra;6_512x512_dens0,30_corner_NoDiag;46;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1030.0;1031;179840;119;92261664
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;46;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1090.0;1091;4360;3;2389232
Dijkstra;6_512x512_dens0,30_corner_NoDiag;47;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1024.0;1025;179963;119;92289528
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;47;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1084.0;1085;4612;3;2500904
Dijkstra;6_512x512_dens0,30_corner_NoDiag;48;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1024.0;1025;180183;118;92359224
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;48;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1080.0;1081;3521;2;2012728
Dijkstra;6_512x512_dens0,30_corner_NoDiag;49;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1026.0;1027;180333;115;92388656
WeightedAStar;6_512x512_dens0,30_corner_NoDiag;49;512;512;0.3;Random;0;0,0;511,511;722.6631303726516;1.2;0;0;1;1;1050.0;1051;2439;2;1322000
Dijkstra;6_512x512_dens0,30_corner_Diag;0;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;757.224530192643;571;183481;156;109320336
WeightedAStar;6_512x512_dens0,30_corner_Diag;0;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;802.1118318204348;625;729;1;825960
JPS;6_512x512_dens0,30_corner_Diag;0;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;767.1828996322997;467;497;1;698880
Dijkstra;6_512x512_dens0,30_corner_Diag;2;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;758.9818895055238;574;183480;281;109325560
WeightedAStar;6_512x512_dens0,30_corner_Diag;2;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;801.2834046956885;625;668;4;692040
JPS;6_512x512_dens0,30_corner_Diag;2;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;770.3544725075537;463;502;2;703840
Dijkstra;6_512x512_dens0,30_corner_Diag;3;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;760.3961030678969;575;183466;286;109320600
WeightedAStar;6_512x512_dens0,30_corner_Diag;3;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;816.5554826343307;643;744;1;831000
JPS;6_512x512_dens0,30_corner_Diag;3;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;771.1828996322997;456;528;2;720392
Dijkstra;6_512x512_dens0,30_corner_Diag;4;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;756.6387437550162;570;183481;281;109326768
WeightedAStar;6_512x512_dens0,30_corner_Diag;4;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;814.8986283848383;644;779;1;842760
JPS;6_512x512_dens0,30_corner_Diag;4;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;768.9402589451802;448;484;2;690912
Dijkstra;6_512x512_dens0,30_corner_Diag;5;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;761.3250352560314;578;183480;277;109325064
WeightedAStar;6_512x512_dens0,30_corner_Diag;5;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;792.8986283848383;622;711;1;819912
JPS;6_512x512_dens0,30_corner_Diag;5;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;776.2123368838227;463;547;2;734048
Dijkstra;6_512x512_dens0,30_corner_Diag;6;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;757.8103166302701;572;183480;261;109324032
WeightedAStar;6_512x512_dens0,30_corner_Diag;6;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;799.0407640085693;624;824;1;857880
JPS;6_512x512_dens0,30_corner_Diag;6;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;766.0113267570458;440;480;1;687560
Dijkstra;6_512x512_dens0,30_corner_Diag;7;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;758.9818895055237;574;183474;255;109329304
WeightedAStar;6_512x512_dens0,30_corner_Diag;7;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;807.9696961967038;634;860;2;869976
JPS;6_512x512_dens0,30_corner_Diag;7;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;771.2834046956881;478;539;2;731040
Dijkstra;6_512x512_dens0,30_corner_Diag;8;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;759.2245301926431;573;183481;213;109333480
WeightedAStar;6_512x512_dens0,30_corner_Diag;8;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;811.526045382808;634;806;1;851832
JPS;6_512x512_dens0,30_corner_Diag;8;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;771.2834046956879;462;580;2;756664
Dijkstra;6_512x512_dens0,30_corner_Diag;9;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;759.81031663027;574;183471;259;109321064
WeightedAStar;6_512x512_dens0,30_corner_Diag;9;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;807.484414822465;636;905;2;885096
JPS;6_512x512_dens0,30_corner_Diag;9;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;777.7270555095838;469;508;1;706712
Dijkstra;6_512x512_dens0,30_corner_Diag;11;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;758.9818895055238;574;183474;270;109322296
WeightedAStar;6_512x512_dens0,30_corner_Diag;11;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;797.0407640085692;621;762;1;837048
JPS;6_512x512_dens0,30_corner_Diag;11;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;770.9402589451803;455;514;2;710992
Dijkstra;6_512x512_dens0,30_corner_Diag;12;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;757.2245301926431;571;183480;271;109317808
WeightedAStar;6_512x512_dens0,30_corner_Diag;12;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;796.3128419472114;625;705;1;817896
JPS;6_512x512_dens0,30_corner_Diag;12;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;770.3544725075535;463;534;2;726256
Dijkstra;6_512x512_dens0,30_corner_Diag;13;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;761.3250352560314;578;183469;282;109318808
WeightedAStar;6_512x512_dens0,30_corner_Diag;13;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;811.8691911333154;636;732;1;826968
JPS;6_512x512_dens0,30_corner_Diag;13;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;778.3128419472109;475;562;2;745936
Dijkstra;6_512x512_dens0,30_corner_Diag;15;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;760.3961030678969;575;183484;259;109327336
WeightedAStar;6_512x512_dens0,30_corner_Diag;15;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;824.3128419472114;653;769;4;839400
JPS;6_512x512_dens0,30_corner_Diag;15;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;774.2123368838222;467;552;2;736808
Dijkstra;6_512x512_dens0,30_corner_Diag;16;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;758.3961030678969;573;183476;297;109315576
WeightedAStar;6_512x512_dens0,30_corner_Diag;16;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;797.6265504461962;623;793;1;847464
JPS;6_512x512_dens0,30_corner_Diag;16;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;771.2834046956882;464;499;2;700776
Dijkstra;6_512x512_dens0,30_corner_Diag;17;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;763.0823945689122;581;183467;272;109321496
WeightedAStar;6_512x512_dens0,30_corner_Diag;17;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;805.5849198858535;638;731;1;826632
JPS;6_512x512_dens0,30_corner_Diag;17;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;774.7981233214493;476;522;2;716288
Dijkstra;6_512x512_dens0,30_corner_Diag;18;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;762.7392488184045;579;183475;273;109326728
WeightedAStar;6_512x512_dens0,30_corner_Diag;18;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;808.6976182580617;632;767;1;838728
JPS;6_512x512_dens0,30_corner_Diag;18;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;774.2123368838226;467;513;2;708856
Dijkstra;6_512x512_dens0,30_corner_Diag;19;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;757.81031663027;572;183465;278;109314904
WeightedAStar;6_512x512_dens0,30_corner_Diag;19;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;811.7686860699272;632;944;2;936872
JPS;6_512x512_dens0,30_corner_Diag;19;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;773.6265504461957;459;502;2;702080
Dijkstra;6_512x512_dens0,30_corner_Diag;20;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;760.1534623807776;576;183478;294;109324808
WeightedAStar;6_512x512_dens0,30_corner_Diag;20;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;800.0702012600921;630;727;1;825288
JPS;6_512x512_dens0,30_corner_Diag;20;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;773.6265504461959;487;509;2;707440
Dijkstra;6_512x512_dens0,30_corner_Diag;21;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;760.7392488184045;577;183482;267;109331640
WeightedAStar;6_512x512_dens0,30_corner_Diag;21;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;793.7270555095845;622;691;1;813192
JPS;6_512x512_dens0,30_corner_Diag;21;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;770.1118318204341;461;495;2;699976
Dijkstra;6_512x512_dens0,30_corner_Diag;22;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;764.2539674441659;583;183477;275;109329672
WeightedAStar;6_512x512_dens0,30_corner_Diag;22;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;824.4133470105996;656;861;2;870312
JPS;6_512x512_dens0,30_corner_Diag;22;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;774.2123368838224;477;506;2;705520
Dijkstra;6_512x512_dens0,30_corner_Diag;23;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;758.3961030678969;573;183467;292;109321696
WeightedAStar;6_512x512_dens0,30_corner_Diag;23;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;828.6559876977188;659;843;2;864264
JPS;6_512x512_dens0,30_corner_Diag;23;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;769.1828996322996;456;500;2;701592
Dijkstra;6_512x512_dens0,30_corner_Diag;24;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;758.396103067897;573;183479;304;109326480
WeightedAStar;6_512x512_dens0,30_corner_Diag;24;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;789.2834046956885;613;677;1;581640
JPS;6_512x512_dens0,30_corner_Diag;24;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;770.9402589451802;464;564;2;747920
Dijkstra;6_512x512_dens0,30_corner_Diag;25;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;757.81031663027;572;183474;280;109318560
WeightedAStar;6_512x512_dens0,30_corner_Diag;25;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;802.4549775709423;627;709;1;819240
JPS;6_512x512_dens0,30_corner_Diag;25;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;768.3544725075533;455;493;2;695792
Dijkstra;6_512x512_dens0,30_corner_Diag;26;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;762.4966081312851;580;183466;278;109322832
WeightedAStar;6_512x512_dens0,30_corner_Diag;26;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;804.79812332145;631;757;1;835368
JPS;6_512x512_dens0,30_corner_Diag;26;512;512;0.3;Random;1;0,0;511,511;722.6631303726516;1.2;0;0;1;1;777.7270555095841;478;534;2;726520
